Species,Straight_Carapace_Length_cm,Straight_Carapace_Width_cm,weight_kg
loggerhead,57.7,50.2,30.2
loggerhead,57.7,50.2,30.2
loggerhead,57.7,50.2,30.2
loggerhead,57.7,50.2,30.2
loggerhead,57.7,50.2,30.2
loggerhead,57.7,50.2,30.2
loggerhead,57.7,50.2,30.2
loggerhead,57.7,50.2,30.2
loggerhead,57.7,50.2,30.2
loggerhead,57.7,50.2,30.2
loggerhead,57.7,50.2,30.2
loggerhead,57.7,50.2,30.2
loggerhead,57.7,50.2,30.2
loggerhead,61.3,52.3,30.2
loggerhead,61.3,52.3,30.2
loggerhead,61.3,52.3,30.2
loggerhead,61.3,52.3,30.2
loggerhead,5.42,4.35,30.3
loggerhead,5.59,4.47,30.4
loggerhead,56.1,45.8,30.4
loggerhead,56.1,45.8,30.4
loggerhead,56.1,45.8,30.4
loggerhead,56.1,45.8,30.4
loggerhead,56.1,45.8,30.4
loggerhead,56.1,45.8,30.4
loggerhead,56.1,45.8,30.4
loggerhead,56.1,45.8,30.4
loggerhead,60.1,49.2,30.4
loggerhead,60.1,49.2,30.4
loggerhead,60.1,49.2,30.4
loggerhead,60.1,49.2,30.4
loggerhead,58.4,49.7,30.4
loggerhead,58.4,49.7,30.4
loggerhead,58.4,49.7,30.4
loggerhead,58.4,49.7,30.4
loggerhead,59.4,49.7,30.4
loggerhead,59.4,49.7,30.4
loggerhead,59.4,49.7,30.4
loggerhead,59.4,49.7,30.4
loggerhead,59.4,49.8,30.4
loggerhead,59.4,49.8,30.4
loggerhead,59.4,49.8,30.4
loggerhead,59.4,49.8,30.4
loggerhead,59.1,51.3,30.4
loggerhead,59.1,51.3,30.4
loggerhead,59.1,51.3,30.4
loggerhead,59.1,51.3,30.4
loggerhead,60.6,51.3,30.4
loggerhead,60.6,51.3,30.4
loggerhead,60.6,51.3,30.4
loggerhead,60.6,51.3,30.4
loggerhead,61,51.8,30.4
loggerhead,61,51.8,30.4
loggerhead,61,51.8,30.4
loggerhead,61,51.8,30.4
loggerhead,60.5,50.6,30.5
loggerhead,60.5,50.6,30.5
loggerhead,60.5,50.6,30.5
loggerhead,60.5,50.6,30.5
loggerhead,5.17,4.42,30.6
loggerhead,59.2,48.5,30.6
loggerhead,59.2,48.5,30.6
loggerhead,59.2,48.5,30.6
loggerhead,59.2,48.5,30.6
green,61,49.5,30.6
green,61,49.5,30.6
loggerhead,59.4,50,30.6
loggerhead,59.4,50,30.6
loggerhead,59.4,50,30.6
loggerhead,59.4,50,30.6
loggerhead,59.6,49.3,30.8
loggerhead,59.6,49.3,30.8
loggerhead,59.6,49.3,30.8
loggerhead,59.6,49.3,30.8
loggerhead,62.9,49.3,30.8
loggerhead,62.9,49.3,30.8
loggerhead,62.9,49.3,30.8
loggerhead,62.9,49.3,30.8
loggerhead,59.4,49.8,30.8
loggerhead,59.4,49.8,30.8
loggerhead,59.4,49.8,30.8
loggerhead,59.4,49.8,30.8
loggerhead,60.4,51,30.8
loggerhead,60.4,51,30.8
loggerhead,60.4,51,30.8
loggerhead,60.4,51,30.8
loggerhead,59.5,47.7,31
loggerhead,59.5,47.7,31
loggerhead,59.5,47.7,31
loggerhead,59.5,47.7,31
loggerhead,59.5,47.7,31
loggerhead,59.5,47.7,31
loggerhead,59.5,47.7,31
loggerhead,59.5,47.7,31
loggerhead,57.9,48.1,31
loggerhead,57.9,48.1,31
loggerhead,57.9,48.1,31
loggerhead,57.9,48.1,31
loggerhead,59.2,49.3,31
loggerhead,59.2,49.3,31
loggerhead,59.2,49.3,31
loggerhead,59.2,49.3,31
loggerhead,58.7,49.5,31
loggerhead,58.7,49.5,31
loggerhead,58.7,49.5,31
loggerhead,58.7,49.5,31
loggerhead,58.7,49.5,31
loggerhead,58.7,49.5,31
loggerhead,58.7,49.5,31
loggerhead,58.7,49.5,31
loggerhead,59.3,49.7,31
loggerhead,59.3,49.7,31
loggerhead,59.3,49.7,31
loggerhead,59.3,49.7,31
loggerhead,59.3,49.7,31
loggerhead,59.3,49.7,31
loggerhead,59.3,49.7,31
loggerhead,59.3,49.7,31
loggerhead,59.3,49.7,31
loggerhead,59.3,49.7,31
loggerhead,59.3,49.7,31
loggerhead,59.3,49.7,31
loggerhead,59.3,49.7,31
loggerhead,59.3,49.7,31
loggerhead,59.3,49.7,31
loggerhead,59.3,49.7,31
loggerhead,59.9,50,31
loggerhead,59.9,50,31
loggerhead,59.9,50,31
loggerhead,59.9,50,31
loggerhead,60.4,50.6,31
loggerhead,60.4,50.6,31
loggerhead,60.4,50.6,31
loggerhead,60.4,50.6,31
loggerhead,60.4,50.6,31
loggerhead,60.4,50.6,31
loggerhead,60.4,50.6,31
loggerhead,60.4,50.6,31
loggerhead,59.8,50.7,31
loggerhead,59.8,50.7,31
loggerhead,59.8,50.7,31
loggerhead,59.8,50.7,31
loggerhead,61.8,51,31
loggerhead,61.8,51,31
loggerhead,61.8,51,31
loggerhead,61.8,51,31
loggerhead,61.2,51.2,31
loggerhead,61.2,51.2,31
loggerhead,61.2,51.2,31
loggerhead,61.2,51.2,31
loggerhead,59.5,51.8,31
loggerhead,59.5,51.8,31
loggerhead,59.5,51.8,31
loggerhead,59.5,51.8,31
loggerhead,59.4,49.1,31.2
loggerhead,59.4,49.1,31.2
loggerhead,59.4,49.1,31.2
loggerhead,59.4,49.1,31.2
loggerhead,62,49.5,31.2
loggerhead,62,49.5,31.2
loggerhead,62,49.5,31.2
loggerhead,62,49.5,31.2
loggerhead,62,49.5,31.2
loggerhead,62,49.5,31.2
loggerhead,62,49.5,31.2
loggerhead,62,49.5,31.2
loggerhead,57.9,49.9,31.2
loggerhead,57.9,49.9,31.2
loggerhead,57.9,49.9,31.2
loggerhead,57.9,49.9,31.2
loggerhead,61.4,50.3,31.2
loggerhead,61.4,50.3,31.2
loggerhead,61.4,50.3,31.2
loggerhead,61.4,50.3,31.2
green,63.5,51.2,31.2
green,63.5,51.2,31.2
loggerhead,59.3,52,31.2
loggerhead,59.3,52,31.2
loggerhead,59.3,52,31.2
loggerhead,59.3,52,31.2
loggerhead,5.4,4.35,31.4
loggerhead,62.3,47.3,31.4
loggerhead,62.3,47.3,31.4
loggerhead,62.3,47.3,31.4
loggerhead,62.3,47.3,31.4
loggerhead,61.6,48.7,31.4
loggerhead,61.6,48.7,31.4
loggerhead,61.6,48.7,31.4
loggerhead,61.6,48.7,31.4
loggerhead,61.6,48.7,31.4
loggerhead,61.6,48.7,31.4
loggerhead,61.6,48.7,31.4
loggerhead,61.6,48.7,31.4
loggerhead,60.6,50.6,31.4
loggerhead,60.6,50.6,31.4
loggerhead,60.6,50.6,31.4
loggerhead,60.6,50.6,31.4
loggerhead,60.6,50.6,31.4
loggerhead,60.6,50.6,31.4
loggerhead,60.6,50.6,31.4
loggerhead,60.6,50.6,31.4
loggerhead,60.2,50.9,31.4
loggerhead,60.2,50.9,31.4
loggerhead,60.2,50.9,31.4
loggerhead,60.2,50.9,31.4
loggerhead,60.2,50.9,31.4
loggerhead,60.2,50.9,31.4
loggerhead,60.2,50.9,31.4
loggerhead,60.2,50.9,31.4
loggerhead,60.2,50.9,31.4
loggerhead,60.2,50.9,31.4
loggerhead,60.2,50.9,31.4
loggerhead,60.2,50.9,31.4
loggerhead,61,51.5,31.4
loggerhead,61,51.5,31.4
loggerhead,61,51.5,31.4
loggerhead,61,51.5,31.4
loggerhead,57.3,52.4,31.4
loggerhead,57.3,52.4,31.4
loggerhead,57.3,52.4,31.4
loggerhead,57.3,52.4,31.4
ridley,63.8,61.8,31.4
loggerhead,56.5,46.3,31.5
loggerhead,56.5,46.3,31.5
loggerhead,56.5,46.3,31.5
loggerhead,56.5,46.3,31.5
loggerhead,56.5,46.3,31.5
loggerhead,56.5,46.3,31.5
loggerhead,56.5,46.3,31.5
loggerhead,56.5,46.3,31.5
loggerhead,60.9,49,31.5
loggerhead,60.9,49,31.5
loggerhead,60.9,49,31.5
loggerhead,60.9,49,31.5
loggerhead,60.9,49,31.5
loggerhead,60.9,49,31.5
loggerhead,60.9,49,31.5
loggerhead,60.9,49,31.5
loggerhead,61.7,51.1,31.5
loggerhead,61.7,51.1,31.5
loggerhead,61.7,51.1,31.5
loggerhead,61.7,51.1,31.5
loggerhead,61.7,51.1,31.5
loggerhead,61.7,51.1,31.5
loggerhead,61.7,51.1,31.5
loggerhead,61.7,51.1,31.5
loggerhead,5.56,4.41,31.6
loggerhead,57,45.1,31.6
loggerhead,57,45.1,31.6
loggerhead,57,45.1,31.6
loggerhead,57,45.1,31.6
loggerhead,59.8,46.5,31.6
loggerhead,59.8,46.5,31.6
loggerhead,59.8,46.5,31.6
loggerhead,59.8,46.5,31.6
loggerhead,59.8,46.5,31.6
loggerhead,59.8,46.5,31.6
loggerhead,59.8,46.5,31.6
loggerhead,59.8,46.5,31.6
loggerhead,58.9,48.3,31.6
loggerhead,58.9,48.3,31.6
loggerhead,58.9,48.3,31.6
loggerhead,58.9,48.3,31.6
loggerhead,61,49.8,31.6
loggerhead,61,49.8,31.6
loggerhead,61,49.8,31.6
loggerhead,61,49.8,31.6
loggerhead,60.7,49.9,31.7
loggerhead,60.7,49.9,31.7
loggerhead,60.7,49.9,31.7
loggerhead,60.7,49.9,31.7
ridley,45,42.4,31.8
ridley,45,42.4,31.8
loggerhead,59.2,48.4,31.8
loggerhead,59.2,48.4,31.8
loggerhead,59.2,48.4,31.8
loggerhead,59.2,48.4,31.8
loggerhead,61.2,48.4,31.8
loggerhead,61.2,48.4,31.8
loggerhead,61.2,48.4,31.8
loggerhead,61.2,48.4,31.8
loggerhead,62.9,48.7,31.8
loggerhead,62.9,48.7,31.8
loggerhead,62.9,48.7,31.8
loggerhead,62.9,48.7,31.8
loggerhead,60.2,49.1,31.8
loggerhead,60.2,49.1,31.8
loggerhead,60.2,49.1,31.8
loggerhead,60.2,49.1,31.8
green,62.3,50.1,31.8
green,62.3,50.1,31.8
loggerhead,58.6,50.2,31.8
loggerhead,58.6,50.2,31.8
loggerhead,58.6,50.2,31.8
loggerhead,58.6,50.2,31.8
loggerhead,60.9,50.6,31.8
loggerhead,64,51.9,31.8
loggerhead,64,51.9,31.8
loggerhead,64,51.9,31.8
loggerhead,64,51.9,31.8
loggerhead,59,49,32
loggerhead,59,49,32
loggerhead,60.2,49.2,32
loggerhead,60.2,49.2,32
loggerhead,60.2,49.2,32
loggerhead,60.2,49.2,32
loggerhead,62.2,50.1,32
loggerhead,62.2,50.1,32
loggerhead,62.2,50.1,32
loggerhead,62.2,50.1,32
loggerhead,62.2,50.1,32
loggerhead,62.2,50.1,32
loggerhead,62.2,50.1,32
loggerhead,62.2,50.1,32
ridley,61.5,61.4,32
loggerhead,57.5,47.7,32.2
loggerhead,57.5,47.7,32.2
loggerhead,57.5,47.7,32.2
loggerhead,57.5,47.7,32.2
loggerhead,59.6,53.7,32.2
loggerhead,59.6,53.7,32.2
loggerhead,59.6,53.7,32.2
loggerhead,59.6,53.7,32.2
loggerhead,61.8,51.3,32.3
loggerhead,61.8,51.3,32.3
loggerhead,61.8,51.3,32.3
loggerhead,61.8,51.3,32.3
loggerhead,60.1,48.4,32.4
loggerhead,60.1,48.4,32.4
loggerhead,60.1,48.4,32.4
loggerhead,60.1,48.4,32.4
loggerhead,59.4,48.9,32.4
loggerhead,59.4,48.9,32.4
loggerhead,59.4,48.9,32.4
loggerhead,59.4,48.9,32.4
loggerhead,59.4,48.9,32.4
loggerhead,59.4,48.9,32.4
loggerhead,59.4,48.9,32.4
loggerhead,59.4,48.9,32.4
loggerhead,58.2,49.7,32.4
loggerhead,58.2,49.7,32.4
loggerhead,58.2,49.7,32.4
loggerhead,58.2,49.7,32.4
loggerhead,63.7,50.3,32.4
loggerhead,63.7,50.3,32.4
loggerhead,63.7,50.3,32.4
loggerhead,63.7,50.3,32.4
loggerhead,61.3,50.4,32.4
loggerhead,61.3,50.4,32.4
loggerhead,61.3,50.4,32.4
loggerhead,61.3,50.4,32.4
loggerhead,55.7,50.5,32.4
loggerhead,55.7,50.5,32.4
loggerhead,55.7,50.5,32.4
loggerhead,55.7,50.5,32.4
loggerhead,55.7,50.5,32.4
loggerhead,55.7,50.5,32.4
loggerhead,55.7,50.5,32.4
loggerhead,55.7,50.5,32.4
loggerhead,62.7,50.5,32.4
loggerhead,62.7,50.5,32.4
loggerhead,62.7,50.5,32.4
loggerhead,62.7,50.5,32.4
loggerhead,58.9,53.7,32.4
loggerhead,58.9,53.7,32.4
loggerhead,58.9,53.7,32.4
loggerhead,58.9,53.7,32.4
loggerhead,5.44,4.36,32.5
loggerhead,59.9,47.2,32.5
loggerhead,59.9,47.2,32.5
loggerhead,59.9,47.2,32.5
loggerhead,59.9,47.2,32.5
loggerhead,58.4,47.3,32.5
loggerhead,58.4,47.3,32.5
loggerhead,58.4,47.3,32.5
loggerhead,58.4,47.3,32.5
loggerhead,58.4,47.3,32.5
loggerhead,58.4,47.3,32.5
loggerhead,58.4,47.3,32.5
loggerhead,58.4,47.3,32.5
loggerhead,57.9,49.2,32.5
loggerhead,57.9,49.2,32.5
loggerhead,57.9,49.2,32.5
loggerhead,57.9,49.2,32.5
loggerhead,62.2,51.9,32.5
loggerhead,62.2,51.9,32.5
loggerhead,62.2,51.9,32.5
loggerhead,62.2,51.9,32.5
ridley,62.5,59.3,32.5
loggerhead,60,48.2,32.6
loggerhead,60,48.2,32.6
loggerhead,60,48.2,32.6
loggerhead,60,48.2,32.6
loggerhead,61.6,49.2,32.6
loggerhead,61.6,49.2,32.6
loggerhead,61.6,49.2,32.6
loggerhead,61.6,49.2,32.6
loggerhead,67.4,49.8,32.6
loggerhead,67.4,49.8,32.6
loggerhead,67.4,49.8,32.6
loggerhead,67.4,49.8,32.6
loggerhead,60.9,50.5,32.6
loggerhead,60.9,50.5,32.6
loggerhead,60.9,50.5,32.6
loggerhead,60.9,50.5,32.6
loggerhead,60.1,50.8,32.6
loggerhead,60.1,50.8,32.6
loggerhead,60.1,50.8,32.6
loggerhead,60.1,50.8,32.6
loggerhead,57.2,49.7,32.8
loggerhead,57.2,49.7,32.8
loggerhead,57.2,49.7,32.8
loggerhead,57.2,49.7,32.8
loggerhead,63.2,50.2,32.8
loggerhead,63.2,50.2,32.8
loggerhead,63.2,50.2,32.8
loggerhead,63.2,50.2,32.8
loggerhead,60,50.4,32.8
loggerhead,60,50.4,32.8
loggerhead,60,50.4,32.8
loggerhead,60,50.4,32.8
loggerhead,60.6,49.5,33
loggerhead,60.6,49.5,33
loggerhead,60.6,49.5,33
loggerhead,60.6,49.5,33
loggerhead,60.6,49.5,33
loggerhead,60.6,49.5,33
loggerhead,60.6,49.5,33
loggerhead,60.6,49.5,33
loggerhead,60.6,49.5,33
loggerhead,60.6,49.5,33
loggerhead,60.6,49.5,33
loggerhead,60.6,49.5,33
loggerhead,60.6,49.5,33
loggerhead,60.6,49.5,33
loggerhead,60.6,49.5,33
loggerhead,60.6,49.5,33
loggerhead,63.3,51.1,33
loggerhead,63.3,51.1,33
loggerhead,63.3,51.1,33
loggerhead,63.3,51.1,33
loggerhead,61.9,51.4,33
loggerhead,61.9,51.4,33
loggerhead,61.9,51.4,33
loggerhead,61.9,51.4,33
loggerhead,62.2,52.3,33
loggerhead,62.2,52.3,33
loggerhead,62.2,52.3,33
loggerhead,62.2,52.3,33
loggerhead,63.6,52.7,33
loggerhead,63.6,52.7,33
loggerhead,63.6,52.7,33
loggerhead,63.6,52.7,33
loggerhead,60.1,48.8,33.2
loggerhead,60.1,48.8,33.2
loggerhead,60.1,48.8,33.2
loggerhead,60.1,48.8,33.2
loggerhead,60.1,48.8,33.2
loggerhead,60.1,48.8,33.2
loggerhead,60.1,48.8,33.2
loggerhead,60.1,48.8,33.2
loggerhead,57.9,49,33.2
loggerhead,57.9,49,33.2
loggerhead,57.9,49,33.2
loggerhead,57.9,49,33.2
loggerhead,63.9,49.1,33.2
loggerhead,63.9,49.1,33.2
loggerhead,63.9,49.1,33.2
loggerhead,63.9,49.1,33.2
loggerhead,62,49.5,33.2
loggerhead,62,49.5,33.2
loggerhead,62,49.5,33.2
loggerhead,62,49.5,33.2
loggerhead,60.2,50.7,33.2
loggerhead,60.2,50.7,33.2
loggerhead,60.2,50.7,33.2
loggerhead,60.2,50.7,33.2
loggerhead,60.2,50.7,33.2
loggerhead,60.2,50.7,33.2
loggerhead,60.2,50.7,33.2
loggerhead,60.2,50.7,33.2
loggerhead,59.8,51.5,33.2
loggerhead,59.8,51.5,33.2
loggerhead,59.8,51.5,33.2
loggerhead,59.8,51.5,33.2
loggerhead,59.8,51.5,33.2
loggerhead,59.8,51.5,33.2
loggerhead,59.8,51.5,33.2
loggerhead,59.8,51.5,33.2
loggerhead,64.7,51.7,33.2
loggerhead,64.7,51.7,33.2
loggerhead,64.7,51.7,33.2
loggerhead,64.7,51.7,33.2
loggerhead,64.7,51.7,33.2
loggerhead,64.7,51.7,33.2
loggerhead,64.7,51.7,33.2
loggerhead,64.7,51.7,33.2
loggerhead,64.7,51.7,33.2
loggerhead,64.7,51.7,33.2
loggerhead,64.7,51.7,33.2
loggerhead,64.7,51.7,33.2
loggerhead,64.7,51.7,33.2
loggerhead,64.7,51.7,33.2
loggerhead,64.7,51.7,33.2
loggerhead,64.7,51.7,33.2
loggerhead,59.8,44.6,33.4
loggerhead,59.8,44.6,33.4
loggerhead,59.8,44.6,33.4
loggerhead,59.8,44.6,33.4
loggerhead,59.8,44.6,33.4
loggerhead,59.8,44.6,33.4
loggerhead,59.8,44.6,33.4
loggerhead,59.8,44.6,33.4
loggerhead,61.5,50.4,33.4
loggerhead,61.5,50.4,33.4
loggerhead,61.5,50.4,33.4
loggerhead,61.5,50.4,33.4
loggerhead,63.8,51.5,33.4
loggerhead,63.8,51.5,33.4
loggerhead,63.8,51.5,33.4
loggerhead,63.8,51.5,33.4
loggerhead,63.8,51.5,33.4
loggerhead,63.8,51.5,33.4
loggerhead,63.8,51.5,33.4
loggerhead,63.8,51.5,33.4
loggerhead,63.8,51.5,33.4
loggerhead,63.8,51.5,33.4
loggerhead,63.8,51.5,33.4
loggerhead,63.8,51.5,33.4
loggerhead,63.8,51.5,33.4
loggerhead,63.8,51.5,33.4
loggerhead,63.8,51.5,33.4
loggerhead,63.8,51.5,33.4
loggerhead,59.7,49.8,33.5
loggerhead,59.7,49.8,33.5
loggerhead,59.7,49.8,33.5
loggerhead,59.7,49.8,33.5
loggerhead,61.7,50.3,33.5
loggerhead,61.7,50.3,33.5
loggerhead,61.7,50.3,33.5
loggerhead,61.7,50.3,33.5
loggerhead,65.7,54.9,33.5
loggerhead,65.7,54.9,33.5
loggerhead,65.7,54.9,33.5
loggerhead,65.7,54.9,33.5
loggerhead,62.1,47.8,33.6
loggerhead,62.1,47.8,33.6
loggerhead,62.1,47.8,33.6
loggerhead,62.1,47.8,33.6
loggerhead,61.3,51.3,33.6
loggerhead,61.3,51.3,33.6
loggerhead,61.3,51.3,33.6
loggerhead,61.3,51.3,33.6
loggerhead,60.8,53.2,33.7
loggerhead,60.8,53.2,33.7
loggerhead,60.8,53.2,33.7
loggerhead,60.8,53.2,33.7
loggerhead,61.5,49.1,33.8
loggerhead,61.5,49.1,33.8
loggerhead,61.5,49.1,33.8
loggerhead,61.5,49.1,33.8
loggerhead,60,49.6,33.8
loggerhead,60,49.6,33.8
loggerhead,60,50,33.8
loggerhead,60,50,33.8
loggerhead,60,50,33.8
loggerhead,60,50,33.8
loggerhead,63.4,50.6,33.8
loggerhead,63.4,50.6,33.8
loggerhead,63.4,50.6,33.8
loggerhead,63.4,50.6,33.8
loggerhead,61.8,51.1,33.8
loggerhead,61.8,51.1,33.8
loggerhead,61.8,51.1,33.8
loggerhead,61.8,51.1,33.8
loggerhead,62.6,52.3,33.8
loggerhead,62.6,52.3,33.8
loggerhead,62.6,52.3,33.8
loggerhead,62.6,52.3,33.8
loggerhead,62.2,53.6,33.8
loggerhead,62.2,53.6,33.8
loggerhead,62.2,53.6,33.8
loggerhead,62.2,53.6,33.8
loggerhead,60,48.7,34
loggerhead,60,48.7,34
loggerhead,60,48.7,34
loggerhead,60,48.7,34
loggerhead,61.3,50.2,34
loggerhead,61.3,50.2,34
loggerhead,61.3,50.2,34
loggerhead,61.3,50.2,34
loggerhead,61.6,51.2,34
loggerhead,61.6,51.2,34
loggerhead,61.6,51.2,34
loggerhead,61.6,51.2,34
loggerhead,61.9,51.2,34
loggerhead,61.9,51.2,34
loggerhead,61.9,51.2,34
loggerhead,61.9,51.2,34
loggerhead,61.2,51.4,34
loggerhead,61.2,51.4,34
loggerhead,61.2,51.4,34
loggerhead,61.2,51.4,34
loggerhead,60.7,51.9,34
loggerhead,60.7,51.9,34
loggerhead,60.7,51.9,34
loggerhead,60.7,51.9,34
loggerhead,62.3,52,34
loggerhead,62.3,52,34
loggerhead,62.3,52,34
loggerhead,62.3,52,34
loggerhead,62.3,52,34
loggerhead,62.3,52,34
loggerhead,62.3,52,34
loggerhead,62.3,52,34
loggerhead,64.2,53.9,34
loggerhead,64.2,53.9,34
loggerhead,64.2,53.9,34
loggerhead,64.2,53.9,34
loggerhead,60.2,47.1,34.2
loggerhead,60.2,47.1,34.2
loggerhead,60.2,47.1,34.2
loggerhead,60.2,47.1,34.2
loggerhead,62.5,49.4,34.2
loggerhead,62.5,49.4,34.2
loggerhead,62.5,49.4,34.2
loggerhead,62.5,49.4,34.2
loggerhead,64.1,51.3,34.2
loggerhead,64.1,51.3,34.2
loggerhead,64.1,51.3,34.2
loggerhead,64.1,51.3,34.2
loggerhead,60.8,51.9,34.2
loggerhead,60.8,51.9,34.2
loggerhead,60.8,51.9,34.2
loggerhead,60.8,51.9,34.2
loggerhead,60.8,51.9,34.2
loggerhead,60.8,51.9,34.2
loggerhead,60.8,51.9,34.2
loggerhead,60.8,51.9,34.2
loggerhead,61.2,52.2,34.2
loggerhead,61.2,52.2,34.2
loggerhead,61.2,52.2,34.2
loggerhead,61.2,52.2,34.2
loggerhead,61.3,53,34.2
loggerhead,61.3,53,34.2
loggerhead,61.3,53,34.2
loggerhead,61.3,53,34.2
loggerhead,61.7,53.1,34.2
loggerhead,61.7,53.1,34.2
loggerhead,61.7,53.1,34.2
loggerhead,61.7,53.1,34.2
loggerhead,65,53.2,34.2
loggerhead,65,53.2,34.2
loggerhead,65,53.2,34.2
loggerhead,65,53.2,34.2
loggerhead,61.5,50.6,34.4
loggerhead,61.5,50.6,34.4
loggerhead,61.5,50.6,34.4
loggerhead,61.5,50.6,34.4
loggerhead,61.5,51.1,34.4
loggerhead,61.5,51.1,34.4
loggerhead,61.5,51.1,34.4
loggerhead,61.5,51.1,34.4
loggerhead,59.5,53.7,34.4
loggerhead,59.5,53.7,34.4
loggerhead,59.5,53.7,34.4
loggerhead,59.5,53.7,34.4
loggerhead,63.3,52.6,34.5
loggerhead,63.3,52.6,34.5
loggerhead,63.3,52.6,34.5
loggerhead,63.3,52.6,34.5
loggerhead,63.3,52.6,34.5
loggerhead,63.3,52.6,34.5
loggerhead,63.3,52.6,34.5
loggerhead,63.3,52.6,34.5
loggerhead,62,52.9,34.5
loggerhead,62,52.9,34.5
loggerhead,62,52.9,34.5
loggerhead,62,52.9,34.5
loggerhead,62.7,51.2,34.6
loggerhead,62.7,51.2,34.6
loggerhead,62.7,51.2,34.6
loggerhead,62.7,51.2,34.6
loggerhead,60.8,52.8,34.6
loggerhead,60.8,52.8,34.6
loggerhead,60.8,52.8,34.6
loggerhead,60.8,52.8,34.6
loggerhead,63.2,54.1,34.6
loggerhead,63.2,54.1,34.6
loggerhead,63.2,54.1,34.6
loggerhead,63.2,54.1,34.6
loggerhead,60.5,48.1,34.8
loggerhead,60.5,48.1,34.8
loggerhead,60.5,48.1,34.8
loggerhead,60.5,48.1,34.8
loggerhead,60.5,48.1,34.8
loggerhead,60.5,48.1,34.8
loggerhead,60.5,48.1,34.8
loggerhead,60.5,48.1,34.8
green,63.9,49.2,34.8
green,63.9,49.2,34.8
loggerhead,61.8,51.8,34.8
loggerhead,61.8,51.8,34.8
loggerhead,61.8,51.8,34.8
loggerhead,61.8,51.8,34.8
loggerhead,61.2,52.1,34.8
loggerhead,61.2,52.1,34.8
loggerhead,61.2,52.1,34.8
loggerhead,61.2,52.1,34.8
loggerhead,61.2,52.1,34.8
loggerhead,61.2,52.1,34.8
loggerhead,61.2,52.1,34.8
loggerhead,61.2,52.1,34.8
loggerhead,62.8,52.9,34.8
loggerhead,62.8,52.9,34.8
loggerhead,62.8,52.9,34.8
loggerhead,62.8,52.9,34.8
loggerhead,62.9,54.6,34.8
loggerhead,62.9,54.6,34.8
loggerhead,62.9,54.6,34.8
loggerhead,62.9,54.6,34.8
loggerhead,60.9,50.5,35
loggerhead,60.9,50.5,35
loggerhead,60.9,50.5,35
loggerhead,60.9,50.5,35
loggerhead,66.1,50.9,35
loggerhead,64.8,51.6,35
loggerhead,64.8,51.6,35
loggerhead,64.8,51.6,35
loggerhead,64.8,51.6,35
loggerhead,64.8,51.6,35
loggerhead,64.8,51.6,35
loggerhead,64.8,51.6,35
loggerhead,64.8,51.6,35
loggerhead,62.5,52.2,35
loggerhead,62.5,52.2,35
loggerhead,62.5,52.2,35
loggerhead,62.5,52.2,35
loggerhead,61,51.7,35.1
loggerhead,61,51.7,35.1
loggerhead,61,51.7,35.1
loggerhead,61,51.7,35.1
loggerhead,61.6,50.8,35.2
loggerhead,61.6,50.8,35.2
loggerhead,61.6,50.8,35.2
loggerhead,61.6,50.8,35.2
loggerhead,63.5,51.3,35.4
loggerhead,63.5,51.3,35.4
loggerhead,63.5,51.3,35.4
loggerhead,63.5,51.3,35.4
loggerhead,63.1,51.8,35.4
loggerhead,63.1,51.8,35.4
loggerhead,63.1,51.8,35.4
loggerhead,63.1,51.8,35.4
loggerhead,61.3,52.2,35.4
loggerhead,61.3,52.2,35.4
loggerhead,61.3,52.2,35.4
loggerhead,61.3,52.2,35.4
loggerhead,63.4,52.8,35.4
loggerhead,63.4,52.8,35.4
loggerhead,63.4,52.8,35.4
loggerhead,63.4,52.8,35.4
loggerhead,61.9,53.2,35.4
loggerhead,61.9,53.2,35.4
loggerhead,61.9,53.2,35.4
loggerhead,61.9,53.2,35.4
loggerhead,63.6,51.4,35.6
loggerhead,63.6,51.4,35.6
loggerhead,63.6,51.4,35.6
loggerhead,63.6,51.4,35.6
loggerhead,61.2,51.6,35.6
loggerhead,61.2,51.6,35.6
loggerhead,61.2,51.6,35.6
loggerhead,61.2,51.6,35.6
loggerhead,61.3,48.8,35.8
loggerhead,61.3,48.8,35.8
loggerhead,61.3,48.8,35.8
loggerhead,61.3,48.8,35.8
loggerhead,60.9,51.3,35.8
loggerhead,60.9,51.3,35.8
loggerhead,60.9,51.3,35.8
loggerhead,60.9,51.3,35.8
loggerhead,62.1,53.1,35.8
loggerhead,62.1,53.1,35.8
loggerhead,62.1,53.1,35.8
loggerhead,62.1,53.1,35.8
loggerhead,64.3,53.2,35.8
loggerhead,64.3,53.2,35.8
loggerhead,64.3,53.2,35.8
loggerhead,64.3,53.2,35.8
loggerhead,64.3,53.2,35.8
loggerhead,64.3,53.2,35.8
loggerhead,64.3,53.2,35.8
loggerhead,64.3,53.2,35.8
loggerhead,64.3,53.2,35.8
loggerhead,64.3,53.2,35.8
loggerhead,64.3,53.2,35.8
loggerhead,64.3,53.2,35.8
loggerhead,62.1,49.3,36
loggerhead,62.1,49.3,36
loggerhead,62.1,49.3,36
loggerhead,62.1,49.3,36
loggerhead,60.9,49.8,36
loggerhead,60.9,49.8,36
loggerhead,60.9,49.8,36
loggerhead,60.9,49.8,36
loggerhead,60.2,51.3,36
loggerhead,60.2,51.3,36
loggerhead,60.2,51.3,36
loggerhead,60.2,51.3,36
loggerhead,60.1,51.4,36
